Timestamp,Open,High,Low,Close,Volume
2024-12-20 16:00:00,254.59,255.0,254.48,254.79,97633539
2024-12-20 15:55:00,253.655,255.0,253.49,254.6,4539595
2024-12-20 15:50:00,253.79,253.85,252.96,253.66,1733698
2024-12-20 15:45:00,253.59,254.05,253.59,253.78,622526
2024-12-20 15:40:00,253.7,253.88,253.3943,253.62,520285
2024-12-20 15:35:00,252.9799,253.75,252.9714,253.7,479814
2024-12-20 15:30:00,253.5,253.605,252.51,252.97,563091
2024-12-20 15:25:00,253.73,253.89,253.41,253.49,377746
2024-12-20 15:20:00,253.87,253.94,253.58,253.7499,708497
2024-12-20 15:15:00,253.775,254.19,253.76,253.87,771073
2024-12-20 15:10:00,253.58,253.85,253.55,253.78,441019
2024-12-20 15:05:00,253.705,253.7816,253.54,253.5973,318814
2024-12-20 15:00:00,253.61,253.77,253.57,253.7028,506339
2024-12-20 14:55:00,253.465,253.75,253.37,253.6028,324164
2024-12-20 14:50:00,253.47,253.588,253.3,253.47,278080
2024-12-20 14:45:00,253.6,253.67,253.44,253.46,244755
2024-12-20 14:40:00,253.58,253.7,253.48,253.605,265721
2024-12-20 14:35:00,253.76,253.78,253.5554,253.58,194329
2024-12-20 14:30:00,253.63,253.82,253.5809,253.77,395857
2024-12-20 14:25:00,253.31,253.65,253.2101,253.6203,349833
2024-12-20 14:20:00,253.11,253.3269,253.0,253.3101,261970
2024-12-20 14:15:00,252.9099,253.13,252.81,253.11,284715
2024-12-20 14:10:00,252.895,252.9699,252.68,252.91,248060
2024-12-20 14:05:00,253.07,253.1181,252.85,252.895,225498
2024-12-20 14:00:00,252.84,253.15,252.77,253.07,275479
2024-12-20 13:55:00,253.36,253.46,252.8,252.865,428345
2024-12-20 13:50:00,253.025,253.36,252.94,253.36,302592
2024-12-20 13:45:00,253.09,253.1479,252.95,253.02,232035
2024-12-20 13:40:00,252.965,253.12,252.7,253.09,246142
2024-12-20 13:35:00,252.98,253.18,252.92,252.96,274810
2024-12-20 13:30:00,252.91,253.23,252.855,252.97,352208
2024-12-20 13:25:00,253.0,253.14,252.8,252.87,373782
2024-12-20 13:20:00,253.12,253.13,252.772,253.02,351767
2024-12-20 13:15:00,253.33,253.4,252.93,253.11,507884
2024-12-20 13:10:00,253.18,253.405,253.14,253.33,218704
2024-12-20 13:05:00,253.2,253.32,253.13,253.185,257410
2024-12-20 13:00:00,253.3608,253.43,253.1975,253.205,207068
2024-12-20 12:55:00,253.5,253.56,253.3001,253.3559,210694
2024-12-20 12:50:00,253.74,253.75,253.37,253.5,222157
2024-12-20 12:45:00,253.58,253.78,253.49,253.72,328300
2024-12-20 12:40:00,253.47,253.65,253.35,253.59,331922
2024-12-20 12:35:00,253.42,253.63,253.215,253.48,267450
2024-12-20 12:30:00,253.735,253.75,253.19,253.405,320894
2024-12-20 12:25:00,253.405,253.74,253.295,253.735,328859
2024-12-20 12:20:00,253.47,253.53,253.3,253.41,361865
2024-12-20 12:15:00,253.55,253.81,253.4,253.48,362952
2024-12-20 12:10:00,253.8,253.93,253.43,253.55,544620
2024-12-20 12:05:00,253.36,253.815,253.2701,253.7901,675533
2024-12-20 12:00:00,253.115,253.4678,252.97,253.35,368581
2024-12-20 11:55:00,252.86,253.39,252.86,253.115,393796
2024-12-20 11:50:00,253.04,253.0732,252.73,252.85,445332
2024-12-20 11:45:00,253.22,253.32,252.79,253.02,679286
2024-12-20 11:40:00,253.08,253.26,252.7,253.22,678886
